index,store_ID_x,store_ID_y,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
456737,77,77,4,24/01/2013,672,1,1,0,0,7819
279167,14,14,4,03/04/2014,679,1,1,0,0,6536
235573,488,488,6,21/12/2013,563,1,0,0,0,5827
569138,232,232,2,24/03/2015,239,1,0,0,0,2443
685869,21,21,7,12/01/2014,0,0,0,0,0,0
500790,993,993,6,06/07/2013,586,1,0,0,0,5918
230853,36,36,3,26/02/2014,890,1,0,0,0,6648
170900,179,179,5,25/10/2013,823,1,1,0,1,5807
483147,845,845,1,17/02/2014,410,1,1,0,0,5411
87790,183,183,5,10/01/2014,588,1,1,0,0,4654
202952,687,687,5,06/12/2013,726,1,1,0,0,8419
665987,968,968,4,03/10/2013,0,0,0,a,0,0
570357,78,78,6,07/02/2015,395,1,0,0,0,2460
424054,486,486,2,15/10/2013,428,1,0,0,0,3164
669755,370,370,2,27/08/2013,646,1,1,0,1,8202
540854,959,959,4,14/08/2014,644,1,0,0,1,5423
26202,193,193,6,28/03/2015,707,1,0,0,0,4678
33020,1028,1028,7,05/05/2013,0,0,0,0,0,0
303384,668,668,1,10/02/2014,1162,1,0,0,0,7926
679782,908,908,5,11/04/2014,361,1,0,0,0,3551
642036,624,624,6,09/08/2014,441,1,0,0,0,3985
148046,200,200,2,22/07/2014,952,1,0,0,1,7397
194079,954,954,1,16/12/2013,1475,1,1,0,0,14705
630342,5,5,5,28/11/2014,689,1,1,0,0,6875
15050,42,42,4,16/01/2014,916,1,0,0,0,7757
577830,198,198,2,24/12/2013,157,1,0,0,1,1564
564337,1049,1049,1,12/01/2015,748,1,1,0,0,5659
532391,1006,1006,5,22/11/2013,875,1,1,0,0,6269
465148,164,164,2,15/04/2014,834,1,1,0,1,9649
501809,39,39,2,02/09/2014,756,1,1,0,0,6910
280739,593,593,7,02/02/2014,0,0,0,0,0,0
344837,116,116,7,30/06/2013,0,0,0,0,0,0
344977,507,507,4,19/12/2013,860,1,1,0,0,12606
173855,515,515,1,07/01/2013,767,1,1,0,0,10237
108592,233,233,7,14/04/2013,0,0,0,0,0,0
613825,70,70,3,08/10/2014,647,1,1,0,0,6757
646872,259,259,1,25/05/2015,3516,1,0,a,0,20855
521493,142,142,6,13/06/2015,367,1,0,0,0,2950
358974,62,62,2,14/01/2014,769,1,0,0,0,5752
4987,1041,1041,1,16/12/2013,819,1,1,0,0,8604
457744,846,846,7,12/01/2014,0,0,0,0,0,0
318899,789,789,3,06/03/2013,474,1,1,0,0,3120
475654,921,921,4,24/07/2014,1001,1,0,0,1,8239
241282,579,579,1,10/06/2013,817,1,0,0,0,6471
208234,185,185,2,03/03/2015,645,1,1,0,0,9269
6218,150,150,1,14/07/2014,1039,1,1,0,1,12621
134026,567,567,7,05/04/2015,0,0,0,0,0,0
261764,347,347,1,18/05/2015,419,1,1,0,0,5771
54701,285,285,6,10/01/2015,587,1,0,0,0,6165
124342,718,718,4,14/08/2014,779,1,0,0,1,7437
43650,13,13,2,20/01/2015,277,1,0,0,0,3208
31047,322,322,7,01/12/2013,0,0,0,0,0,0
198283,106,106,6,20/07/2013,769,1,0,0,0,9950
72815,757,757,2,26/11/2013,531,1,0,0,0,5615
513820,374,374,7,20/01/2013,0,0,0,0,0,0
656481,667,667,6,16/11/2013,822,1,0,0,0,8194
139181,105,105,1,04/02/2013,351,1,1,0,0,2209
64524,619,619,6,20/04/2013,197,1,0,0,0,2051
40483,886,886,4,28/11/2013,556,1,0,0,0,5910
664852,296,296,5,13/03/2015,692,1,0,0,0,6001
566145,238,238,1,08/12/2014,1127,1,0,0,0,7419
675307,264,264,7,02/03/2014,0,0,0,0,0,0
21743,719,719,7,20/04/2014,0,0,0,0,0,0
69005,950,950,7,09/02/2014,0,0,0,0,0,0
322380,762,762,5,08/05/2015,421,1,1,0,0,4712
77395,184,184,4,14/03/2013,539,1,0,0,0,5424
123852,181,181,2,05/11/2013,887,1,1,0,0,9092
226,220,220,5,17/10/2014,527,1,0,0,1,3925
145212,576,576,2,25/11/2014,1000,1,1,0,0,8230
213727,140,140,1,02/02/2015,1299,1,1,0,0,11075
364915,644,644,5,01/11/2013,0,0,0,a,0,0
406775,818,818,4,26/12/2013,0,0,0,c,1,0
581678,703,703,1,05/05/2014,484,1,1,0,0,4762
349633,487,487,4,25/06/2015,579,1,0,0,0,5296
103411,102,102,7,29/09/2013,0,0,0,0,0,0
491743,931,931,5,25/07/2014,684,1,0,0,1,4891
650370,954,954,5,03/07/2015,814,1,1,0,1,7216
468913,698,698,2,18/11/2014,1767,1,0,0,0,13223
445744,515,515,5,13/02/2015,811,1,0,0,0,9240
540239,256,256,4,21/03/2013,1344,1,1,0,0,10672
480237,475,475,7,27/04/2014,0,0,0,0,0,0
696788,832,832,2,09/12/2014,517,1,0,0,0,5744
471845,54,54,7,21/06/2015,0,0,0,0,0,0
88654,670,670,6,23/03/2013,552,1,0,0,0,4984
455413,490,490,3,18/02/2015,992,1,1,0,1,7835
679001,436,436,2,26/05/2015,699,1,0,0,0,5896
318417,1066,1066,6,01/02/2014,1023,1,0,0,0,10557
289907,704,704,6,12/07/2014,692,1,0,0,0,7444
438573,618,618,4,05/06/2014,569,1,1,0,0,7499
183303,772,772,5,10/01/2014,464,1,1,0,0,3322
394979,476,476,7,24/03/2013,0,0,0,0,0,0
689605,966,966,5,16/01/2015,680,1,1,0,0,4970
288166,241,241,6,22/06/2013,684,1,0,0,0,6145
9740,3,3,6,03/05/2014,557,1,0,0,0,4950
110764,868,868,1,28/10/2013,598,1,0,0,0,7732
599614,814,814,7,06/01/2013,0,0,0,0,0,0
403615,14,14,6,05/07/2014,398,1,0,0,0,3822
417543,649,649,5,25/10/2013,435,1,1,0,1,3857
389892,302,302,5,15/11/2013,275,1,0,0,0,2747
424543,1037,1037,6,05/04/2014,880,1,0,0,0,6698
203492,981,981,7,24/02/2013,0,0,0,0,0,0
655644,261,261,6,08/03/2014,631,1,0,0,0,7205
425741,49,49,4,05/06/2014,526,1,1,0,0,7391
196451,925,925,2,16/07/2013,1208,1,1,0,0,6489
279288,1050,1050,1,04/03/2013,624,1,1,0,0,9998
611317,1040,1040,1,23/02/2015,796,1,0,0,0,6873
607082,1043,1043,5,01/11/2013,1620,1,0,0,0,11083
543628,1062,1062,5,02/08/2013,643,1,1,0,1,7172
241689,803,803,5,26/09/2014,389,1,0,0,0,3987
526369,632,632,3,28/01/2015,757,1,1,0,0,6421
663501,1045,1045,7,17/03/2013,0,0,0,0,0,0
159049,1037,1037,6,06/07/2013,736,1,0,0,0,5504
47993,1045,1045,6,03/08/2013,1336,1,0,0,0,10881
239124,1096,1096,5,29/05/2015,839,1,0,0,0,7768
177572,464,464,6,25/05/2013,1862,1,0,0,0,14460
425106,719,719,5,06/03/2015,484,1,1,0,0,5589
272309,234,234,5,04/10/2013,1133,1,0,0,0,11291
574238,175,175,3,02/07/2014,732,1,1,0,0,6482
143509,1114,1114,2,11/11/2014,2734,1,1,0,0,19356
28140,564,564,6,14/09/2013,444,1,0,0,0,5049
304189,1052,1052,7,18/08/2013,0,0,0,0,0,0
89975,227,227,2,21/01/2014,626,1,1,0,0,7046
340209,711,711,7,14/04/2013,0,0,0,0,0,0
455674,271,271,5,14/03/2014,752,1,0,0,0,5425
710049,205,205,5,26/09/2014,732,1,0,0,0,4930
33898,377,377,2,08/10/2013,1006,1,1,0,1,9453
382510,1022,1022,1,16/02/2015,1046,1,1,0,0,11563
76671,10,10,6,27/04/2013,465,1,0,0,0,4074
217774,629,629,6,24/08/2013,616,1,0,0,0,6590
59406,80,80,3,09/10/2013,527,1,1,0,1,7244
584232,704,704,1,08/07/2013,1012,1,0,0,1,9110
558839,673,673,3,04/12/2013,630,1,1,0,0,8829
680952,776,776,4,02/01/2014,507,1,0,0,1,4313
236387,238,238,7,22/06/2014,0,0,0,0,0,0
633309,536,536,3,09/04/2014,738,1,0,0,0,6339
329372,210,210,5,31/05/2013,478,1,1,0,0,5208
110347,185,185,4,17/01/2013,469,1,0,0,0,5501
298944,882,882,6,31/05/2014,715,1,0,0,0,5395
7894,106,106,6,13/07/2013,0,0,0,0,0,0
711651,887,887,3,09/01/2013,614,1,1,0,1,7457
610879,827,827,7,08/09/2013,0,0,0,0,0,0
375353,1105,1105,4,31/10/2013,583,1,0,0,1,4735
344626,265,265,1,08/06/2015,493,1,0,0,0,4628
162028,245,245,4,24/10/2013,988,1,1,0,1,8633
185030,286,286,6,06/04/2013,178,1,0,0,0,1679
208147,57,57,4,21/02/2013,1091,1,1,0,0,12007
47711,343,343,3,01/01/2014,0,0,0,a,1,0
546388,841,841,7,14/06/2015,0,0,0,0,0,0
56309,865,865,5,08/03/2013,662,1,1,0,0,7721
647637,214,214,5,24/04/2015,678,1,0,0,0,8706
481034,174,174,7,08/06/2014,0,0,0,0,0,0
587190,536,536,6,03/08/2013,524,1,0,0,0,5071
292432,966,966,5,07/03/2014,745,1,1,0,0,5802
195553,773,773,5,16/01/2015,821,1,1,0,0,6290
342597,877,877,6,02/05/2015,928,1,0,0,0,7330
337312,624,624,7,20/10/2013,0,0,0,0,0,0
512265,358,358,2,29/07/2014,1062,1,1,0,1,10968
30788,454,454,4,30/05/2013,823,1,1,0,0,6538
440258,164,164,7,17/02/2013,0,0,0,0,0,0
684478,548,548,4,09/04/2015,367,1,0,0,1,4228
289167,204,204,3,18/09/2013,442,1,0,0,0,3966
161513,519,519,2,26/03/2013,724,1,1,0,1,7436
331745,682,682,1,18/02/2013,2206,1,1,0,0,17147
100713,114,114,1,26/01/2015,660,1,1,0,0,6711
153869,198,198,3,10/07/2013,265,1,0,0,0,1963
371809,991,991,4,28/05/2015,475,1,0,0,0,5142
351913,224,224,4,06/06/2013,393,1,1,0,0,5294
474669,92,92,5,13/06/2014,528,1,0,0,0,4805
89092,757,757,5,05/12/2014,759,1,1,0,0,10683
418693,254,254,7,28/12/2014,0,0,0,0,0,0
187673,765,765,7,01/09/2013,0,0,0,0,0,0
400711,537,537,3,06/11/2013,557,1,1,0,0,5576
683860,166,166,1,11/11/2013,743,1,0,0,0,4620
658958,1052,1052,3,08/01/2014,747,1,1,0,0,7255
104104,246,246,1,07/10/2013,1159,1,1,0,1,9322
169733,893,893,7,24/11/2013,0,0,0,0,0,0
294266,692,692,7,03/03/2013,0,0,0,0,0,0
440474,831,831,5,01/05/2015,0,0,1,a,0,0
470769,476,476,7,06/07/2014,0,0,0,0,0,0
364472,838,838,7,01/03/2015,0,0,0,0,0,0
72825,1035,1035,7,28/09/2014,0,0,0,0,0,0
299152,636,636,2,01/04/2014,727,1,1,0,0,5806
415527,785,785,1,22/07/2013,393,1,0,0,1,3781
300771,484,484,1,07/10/2013,768,1,1,0,1,8382
116504,997,997,1,29/12/2014,497,1,0,0,1,5625
644079,394,394,2,07/10/2014,663,1,1,0,0,8725
281410,1034,1034,5,30/01/2015,805,1,1,0,0,7444
400493,848,848,6,07/12/2013,721,1,0,0,0,6214
133945,528,528,6,09/11/2013,807,1,0,0,0,8485
428035,122,122,1,08/09/2014,981,1,0,0,0,7781
568402,112,112,1,26/05/2014,782,1,0,0,0,6368
436876,1007,1007,3,04/02/2015,796,1,1,0,0,7245
555729,255,255,5,05/04/2013,597,1,0,0,1,5544
541094,1070,1070,4,11/06/2015,668,1,0,0,0,5379
528492,1044,1044,6,25/01/2014,931,1,0,0,0,6978
398764,531,531,7,03/05/2015,0,0,0,0,0,0
209826,951,951,2,13/01/2015,774,1,1,0,0,8927
188332,396,396,3,27/08/2014,968,1,0,0,1,8186
578382,500,500,5,26/07/2013,389,1,0,0,0,4713
418195,399,399,1,17/02/2014,680,1,1,0,0,7101
145970,446,446,1,28/07/2014,777,1,1,0,1,7553
671074,794,794,5,17/10/2014,580,1,0,0,0,3350
388041,709,709,4,03/07/2014,1729,1,1,0,0,13030
288758,5,5,2,26/05/2015,570,1,0,0,0,4567
435579,195,195,7,01/02/2015,0,0,0,0,0,0
295036,1107,1107,2,15/01/2013,625,1,0,0,0,4777
184991,135,135,7,20/07/2014,0,0,0,0,0,0
513766,1052,1052,3,04/06/2014,774,1,1,0,0,8131
329439,379,379,7,05/01/2014,0,0,0,0,0,0
633346,78,78,6,02/03/2013,437,1,0,0,0,3046
134050,448,448,2,05/11/2013,891,1,1,0,0,10734
377411,727,727,1,25/03/2013,533,1,1,0,1,5614
631414,767,767,2,19/03/2013,592,1,1,0,0,6815
149950,360,360,3,21/01/2015,657,1,0,0,0,5787
211230,816,816,4,22/08/2013,577,1,0,0,1,3821
85509,191,191,2,11/03/2014,670,1,0,0,0,5307
216774,112,112,2,27/05/2014,720,1,0,0,0,5509
11090,604,604,2,12/02/2013,404,1,0,0,1,4731
179174,4,4,7,01/12/2013,0,0,0,0,0,0
470204,1087,1087,5,29/08/2014,612,1,0,0,1,6551
149097,1052,1052,3,03/12/2014,825,1,1,0,0,9392
483507,594,594,3,20/05/2015,544,1,1,0,0,5018
49037,459,459,6,08/02/2014,779,1,0,0,0,6262
289461,119,119,3,07/05/2014,718,1,1,0,0,6420
134857,296,296,2,22/04/2014,764,1,0,0,1,6643
643658,281,281,2,11/03/2014,429,1,0,0,0,3878
710965,590,590,6,30/11/2013,532,1,0,0,0,6877
636771,995,995,1,01/06/2015,1000,1,1,0,0,13826
464770,971,971,6,05/07/2014,838,1,0,0,0,6501
9784,554,554,2,02/06/2015,697,1,1,0,0,6070
542498,111,111,7,16/02/2014,0,0,0,0,0,0
114739,959,959,3,13/08/2014,664,1,0,0,1,5619
663164,931,931,4,19/06/2014,602,1,1,0,0,4775
234405,584,584,7,20/01/2013,0,0,0,0,0,0
574953,712,712,1,30/06/2014,861,1,1,0,0,11635
393836,713,713,7,09/02/2014,0,0,0,0,0,0
670297,273,273,2,12/11/2013,604,1,0,0,0,5379
622081,1048,1048,7,04/08/2013,0,0,0,0,0,0
88755,197,197,5,06/09/2013,735,1,0,0,0,5212
524430,558,558,1,13/01/2014,397,1,0,0,0,2525
77742,283,283,3,29/04/2015,805,1,1,0,0,8568
548629,501,501,5,05/07/2013,632,1,1,0,0,5689
129597,536,536,7,06/04/2014,0,0,0,0,0,0
340947,64,64,6,24/01/2015,711,1,0,0,0,8620
577492,563,563,5,27/03/2015,469,1,0,0,0,3333
252444,657,657,1,22/06/2015,470,1,0,0,0,3399
393300,785,785,1,23/09/2013,697,1,1,0,0,8048
435190,73,73,1,15/07/2013,582,1,1,0,1,6096
103542,205,205,6,27/04/2013,748,1,0,0,0,5145
207027,261,261,6,23/03/2013,636,1,0,0,0,6921
66034,760,760,1,02/02/2015,1152,1,1,0,1,8196
276708,98,98,1,30/09/2013,481,1,0,0,0,4851
358356,165,165,5,20/09/2013,421,1,0,0,0,3755
696585,691,691,7,12/05/2013,0,0,0,0,0,0
636351,376,376,3,16/04/2014,1214,1,1,0,1,10913
602456,264,264,6,30/03/2013,1366,1,0,0,0,10158
500422,182,182,4,22/05/2014,399,1,1,0,0,5199
334816,582,582,5,15/05/2015,914,1,0,0,0,7702
32587,1011,1011,7,07/12/2014,0,0,0,0,0,0
214206,975,975,4,07/03/2013,952,1,1,0,0,9679
89317,877,877,4,06/03/2014,839,1,1,0,0,5869
617249,813,813,5,03/07/2015,671,1,1,0,0,6089
404017,150,150,7,29/06/2014,0,0,0,0,0,0
695958,456,456,3,20/03/2013,775,1,1,0,0,5721
420979,117,117,5,18/07/2014,549,1,1,0,1,4192
585231,820,820,4,26/06/2014,898,1,0,0,0,9189
307048,180,180,4,17/04/2014,1266,1,1,0,0,11809
319051,108,108,4,05/02/2015,812,1,1,0,0,11499
124989,797,797,6,18/07/2015,501,1,0,0,0,5249
350880,1108,1108,5,07/06/2013,639,1,1,0,0,5905
65209,777,777,6,27/06/2015,378,1,0,0,0,4358
496430,378,378,1,03/02/2014,1343,1,1,0,0,9964
702702,402,402,4,24/04/2014,463,1,0,0,0,3865
288923,271,271,7,10/11/2013,0,0,0,0,0,0
642214,125,125,2,18/02/2014,1734,1,1,0,0,13744
151559,938,938,7,10/11/2013,0,0,0,0,0,0
295920,234,234,4,25/12/2014,0,0,0,c,1,0
669995,1076,1076,1,23/06/2014,562,1,0,0,0,3640
416860,1094,1094,2,04/02/2014,382,1,1,0,0,4305
268117,222,222,5,26/06/2015,512,1,0,0,0,4125
104486,911,911,4,08/05/2014,783,1,1,0,0,9041
595009,646,646,4,18/06/2015,743,1,1,0,0,5373
236226,556,556,2,02/09/2014,1129,1,1,0,0,10232
42650,866,866,5,03/07/2015,528,1,1,0,0,8214
81258,23,23,3,19/02/2014,452,1,1,0,0,5731
207417,364,364,2,01/10/2013,651,1,0,0,0,5556
165054,401,401,7,20/04/2014,0,0,0,0,0,0
291973,128,128,6,25/04/2015,709,1,0,0,0,8842
569115,1024,1024,4,16/10/2014,632,1,0,0,1,4182
633325,503,503,7,03/08/2014,0,0,0,0,0,0
15674,210,210,4,13/02/2014,271,1,0,0,0,2278
670658,480,480,3,31/12/2014,371,1,0,0,1,2759
52213,707,707,6,06/09/2014,506,1,0,0,0,4566
197998,612,612,4,15/08/2013,434,1,1,a,1,7305
574499,116,116,7,17/11/2013,0,0,0,0,0,0
204136,466,466,1,15/12/2014,1065,1,1,0,0,14044
208577,606,606,3,17/12/2014,780,1,1,0,0,9117
275518,462,462,4,25/07/2013,608,1,0,0,1,4371
283193,253,253,3,18/09/2013,540,1,0,0,0,3470
140730,255,255,5,05/09/2014,661,1,1,0,0,6708
604777,662,662,6,12/01/2013,723,1,0,0,0,6730
481216,1034,1034,3,22/05/2013,584,1,0,0,1,4643
700450,1018,1018,7,23/06/2013,0,0,0,0,0,0
485765,660,660,2,10/12/2013,500,1,0,0,0,4421
621782,290,290,4,30/04/2015,946,1,1,0,0,10724
191867,200,200,7,27/01/2013,0,0,0,0,0,0
5205,222,222,2,01/10/2013,587,1,0,0,1,4878
181926,221,221,5,26/12/2014,0,0,0,c,1,0
330653,599,599,7,10/05/2015,0,0,0,0,0,0
385894,883,883,3,05/03/2014,569,1,1,0,0,5896
219036,12,12,6,18/10/2014,754,1,0,0,0,5914
44098,553,553,4,12/06/2014,595,1,0,0,1,6308
686022,890,890,3,19/06/2013,407,1,1,0,0,5029
273852,139,139,4,23/01/2014,584,1,1,0,0,6471
367434,511,511,4,30/04/2015,1075,1,1,0,0,8329
341344,953,953,4,25/06/2015,515,1,0,0,0,4380
621193,214,214,2,24/02/2015,486,1,0,0,0,5964
463580,892,892,2,30/09/2014,924,1,1,0,0,9948
165101,470,470,3,18/03/2015,1633,1,1,0,0,13413
612062,921,921,6,22/03/2014,433,1,0,0,0,3610
118548,853,853,7,21/07/2013,0,0,0,0,0,0
441542,892,892,5,22/08/2014,931,1,1,0,1,8739
87407,674,674,4,05/12/2013,1000,1,1,0,0,9273
245938,801,801,4,05/02/2015,437,1,1,0,0,4662
613680,13,13,1,23/09/2013,505,1,1,0,0,7085
347559,156,156,4,25/06/2015,785,1,0,0,0,6779
93538,624,624,7,14/12/2014,0,0,0,0,0,0
169971,146,146,1,10/02/2014,622,1,0,0,0,5922
122972,207,207,1,10/03/2014,1220,1,0,0,0,8578
453879,318,318,2,09/09/2014,524,1,0,0,0,5294
97295,588,588,3,18/03/2015,644,1,1,0,0,6058
673849,511,511,5,19/07/2013,784,1,1,0,1,5273
246991,1011,1011,6,01/02/2014,882,1,0,0,0,7642
524815,222,222,2,29/04/2014,702,1,1,0,0,6682
269406,957,957,4,14/11/2013,738,1,0,0,0,6362
383513,601,601,7,23/06/2013,0,0,0,0,0,0
334609,71,71,3,03/04/2013,703,1,0,0,1,8170
331033,370,370,7,24/08/2014,0,0,0,0,0,0
644998,260,260,6,26/07/2014,817,1,0,0,0,5636
493675,410,410,7,02/03/2014,0,0,0,0,0,0
560969,645,645,7,28/04/2013,0,0,0,0,0,0
93036,12,12,2,03/06/2014,1027,1,1,0,0,9576
463564,172,172,6,15/02/2014,820,1,0,0,0,6683
288559,704,704,6,23/02/2013,612,1,0,0,0,5742
595601,169,169,3,18/03/2015,520,1,1,0,0,6059
75080,489,489,2,30/12/2014,723,1,0,0,1,7981
51555,683,683,3,01/05/2013,0,0,1,a,0,0
617557,308,308,6,31/01/2015,793,1,0,0,0,8075
445739,1080,1080,3,25/12/2013,0,0,0,c,1,0
579466,337,337,3,27/02/2013,328,1,0,0,0,3567
210570,259,259,5,31/05/2013,2051,1,1,0,0,10824
556930,25,25,3,25/09/2013,1495,1,1,0,0,9928
424042,469,469,5,01/03/2013,1717,1,0,0,0,12630
169500,633,633,5,22/02/2013,512,1,1,0,0,6633
136702,211,211,6,06/06/2015,1150,1,0,0,0,9004
102298,436,436,2,15/04/2014,747,1,1,0,0,7165
358076,686,686,1,15/12/2014,1432,1,1,0,0,16109
248608,495,495,4,05/09/2013,320,1,0,0,1,3664
44690,249,249,3,09/10/2013,522,1,1,0,1,5380
470125,922,922,6,20/07/2013,784,1,0,0,0,7849
314433,875,875,3,06/11/2013,527,1,1,0,0,6031
622672,538,538,6,11/01/2014,346,1,0,0,0,2265
183363,924,924,1,29/06/2015,582,1,1,0,1,7930
115568,118,118,2,30/09/2014,845,1,1,0,0,11653
535986,779,779,4,13/03/2014,676,1,0,0,0,5974
646795,811,811,4,24/07/2014,606,1,0,0,1,3343
314622,1073,1073,3,01/04/2015,954,1,1,0,1,8610
663232,132,132,7,14/06/2015,0,0,0,0,0,0
605112,698,698,5,04/04/2014,2112,1,1,0,0,17124
554234,221,221,7,22/02/2015,0,0,0,0,0,0
48580,1042,1042,4,22/01/2015,511,1,0,0,0,3586
309705,446,446,3,10/12/2014,542,1,0,0,0,4066
660086,907,907,7,10/02/2013,0,0,0,0,0,0
121455,29,29,2,07/05/2013,501,1,0,0,0,5086
560283,1095,1095,5,27/03/2015,650,1,0,0,0,4335
670065,862,862,2,02/07/2013,1248,1,1,0,1,10238
680597,190,190,6,21/03/2015,617,1,0,0,0,7192
249586,359,359,2,09/12/2014,486,1,0,0,0,4906
277516,107,107,3,16/04/2014,956,1,1,0,1,7424
565205,582,582,3,03/12/2014,1135,1,1,0,0,10129
85873,304,304,1,21/01/2013,1135,1,1,0,0,8352
641972,959,959,2,14/04/2015,855,1,1,0,0,8551
663374,302,302,6,06/04/2013,404,1,0,0,0,4522
635908,857,857,2,27/08/2013,869,1,1,0,0,6539
200565,667,667,6,07/03/2015,706,1,0,0,0,7288
534117,57,57,2,24/03/2015,696,1,0,0,0,6888
604312,904,904,4,26/06/2014,413,1,0,0,0,4389
437367,378,378,1,01/04/2013,0,0,0,b,1,0
389995,213,213,7,21/09/2014,0,0,0,0,0,0
110035,418,418,2,25/06/2013,412,1,0,0,0,3520
113511,343,343,2,19/08/2014,822,1,1,0,1,8594
532838,273,273,7,03/02/2013,0,0,0,0,0,0
552213,1096,1096,2,22/10/2013,613,1,1,0,1,5002
411920,226,226,3,20/05/2015,700,1,1,0,0,6825
238776,1031,1031,4,12/03/2015,322,1,0,0,0,3372
19295,366,366,5,24/04/2015,482,1,0,0,0,4478
152843,587,587,1,31/03/2014,964,1,1,0,0,14793
320833,324,324,3,08/10/2014,785,1,1,0,0,6610
306377,239,239,4,30/10/2014,474,1,0,0,0,5060
612864,366,366,2,10/06/2014,618,1,0,0,0,5822
380058,1080,1080,2,27/01/2015,672,1,1,0,0,9028
270203,584,584,4,10/10/2013,423,1,1,0,0,5021
596784,284,284,1,21/10/2013,578,1,1,0,0,7681
303055,852,852,7,05/01/2014,0,0,0,0,1,0
485083,424,424,3,23/10/2013,683,1,1,0,1,5724
7855,374,374,1,20/01/2014,844,1,1,0,0,7465
23856,480,480,7,09/02/2014,0,0,0,0,0,0
291186,39,39,6,01/02/2014,416,1,0,0,0,3034
45642,830,830,2,28/04/2015,614,1,1,0,0,7836
268407,344,344,1,20/05/2013,0,0,0,a,0,0
58561,235,235,3,20/08/2014,506,1,1,0,1,6315
417813,228,228,6,02/11/2013,727,1,0,0,0,9611
178099,196,196,3,17/07/2013,705,1,1,0,1,5052
526371,652,652,7,22/12/2013,0,0,0,0,0,0
314977,1091,1091,2,10/06/2014,769,1,0,0,0,7981
435053,907,907,4,10/10/2013,804,1,1,0,0,5869
390947,695,695,3,16/07/2014,566,1,1,0,1,6506
323108,193,193,6,25/05/2013,662,1,0,0,0,4053
622859,996,996,7,29/09/2013,0,0,0,0,0,0
445342,963,963,7,13/01/2013,0,0,0,0,0,0
462990,79,79,2,20/05/2014,598,1,1,0,0,6083
39708,956,956,4,18/09/2014,498,1,1,0,0,3660
337980,104,104,3,01/07/2015,1405,1,1,0,0,12131
452737,356,356,2,21/01/2014,393,1,1,0,0,5562
466772,955,955,1,03/06/2013,478,1,1,0,0,5335
104717,324,324,4,18/12/2014,937,1,1,0,0,8670
434662,972,972,3,22/10/2014,361,1,1,0,0,3308
100515,69,69,4,04/04/2013,1252,1,0,0,1,9832
69356,712,712,4,14/03/2013,482,1,0,0,0,4894
691562,718,718,3,27/11/2013,796,1,0,0,0,6999
587535,200,200,7,30/06/2013,0,0,0,0,0,0
451798,505,505,5,15/03/2013,557,1,0,0,0,3950
37623,984,984,3,17/07/2013,753,1,1,0,0,6697
427939,295,295,1,30/06/2014,925,1,1,0,0,8305
92533,369,369,2,10/02/2015,423,1,0,0,0,4653
218303,132,132,7,08/09/2013,0,0,0,0,0,0
500539,1060,1060,5,15/02/2013,759,1,0,0,0,5811
96399,125,125,1,20/07/2015,1759,1,0,0,1,12676
625931,311,311,1,21/01/2013,819,1,1,0,0,6450
690008,120,120,3,24/09/2014,546,1,0,0,0,5289
79735,1108,1108,6,12/01/2013,204,1,0,0,0,1859
36729,346,346,7,26/10/2014,0,0,0,0,0,0
218358,282,282,7,26/05/2013,0,0,0,0,0,0
3357,122,122,3,28/05/2014,975,1,0,0,0,7787
306398,287,287,2,02/04/2013,835,1,0,0,1,7421
353028,930,930,5,26/12/2014,0,0,0,c,1,0
150834,291,291,3,08/04/2015,745,1,0,0,1,6413
304834,150,150,2,14/05/2013,809,1,1,0,0,8616
253742,55,55,6,06/07/2013,276,1,0,0,0,2302
325148,541,541,7,15/06/2014,0,0,0,0,0,0
433678,502,502,3,30/10/2013,1437,1,0,0,0,9691
598795,1025,1025,5,15/08/2014,714,1,0,0,1,5758
663859,289,289,1,30/06/2014,814,1,1,0,0,11269
519623,624,624,2,26/08/2014,587,1,0,0,0,5588
307427,402,402,1,30/03/2015,805,1,1,0,0,8880
660062,735,735,3,06/11/2013,614,1,1,0,0,6728
294272,705,705,3,10/07/2013,879,1,0,0,0,6415
683421,752,752,3,11/02/2015,416,1,0,0,0,3930
609473,836,836,5,30/08/2013,862,1,1,0,0,6948
495251,329,329,4,23/01/2014,669,1,1,0,0,7021
55978,427,427,6,19/04/2014,845,1,0,0,0,8044
38968,335,335,1,28/04/2014,3267,1,1,0,0,20493
9111,540,540,2,13/01/2015,448,1,1,0,0,6941
59336,708,708,7,24/11/2013,0,0,0,0,0,0
490043,215,215,1,15/07/2013,648,1,1,0,0,9920
284984,69,69,1,20/07/2015,1226,1,0,0,0,9259
385064,239,239,1,25/11/2013,410,1,0,0,0,4808
190630,697,697,4,26/03/2015,921,1,0,0,0,9155
448068,574,574,7,03/08/2014,0,0,0,0,0,0
148253,900,900,6,29/06/2013,436,1,0,0,0,4975
645118,908,908,2,12/11/2013,319,1,0,0,0,7903
164717,269,269,4,19/03/2015,1281,1,1,0,0,9201
447280,1025,1025,6,03/08/2013,756,1,0,0,0,6480
635795,779,779,5,05/04/2013,706,1,0,0,1,6282
428385,345,345,5,13/12/2013,551,1,0,0,0,4605
520592,395,395,3,09/10/2013,518,1,1,0,0,3719
206211,704,704,3,01/01/2014,0,0,0,a,1,0
299664,358,358,1,04/11/2013,1459,1,1,0,0,15638
